1060105024	20220825	202208	2022	2022.6438	DEU	GERMANY	DEU																		0	036	036	03	1	4.0	2	1	2	-0.76530612244898	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220825080000	https://www.ibtimes.co.uk/meghan-markle-prince-harry-threatening-royals-return-part-time-role-report-1704369
1060105025	20220825	202208	2022	2022.6438	DEU	GERMANY	DEU																		0	042	042	04	1	1.9	2	1	2	-3.95480225988701	1	Germany	GM	GM		51.5	10.5	GM	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220825080000	https://www.thelocal.fr/20140819/liberation-of-paris-ten-things-to-know/
1060105026	20220825	202208	2022	2022.6438	DEU	GERMAN	DEU								DEUGOV	GERMANY	DEU					GOV			0	070	070	07	2	7.0	4	1	4	-0.91116173120729	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220825080000	https://www.jhnewsandguide.com/jackson_hole_daily/state_and_regional/us-to-send-3-billion-in-aid-to-ukraine-as-war-hits-6-months/article_36c815d1-f619-565d-990a-21dd4458e314.html
1060105027	20220825	202208	2022	2022.6438	DEU	GERMAN	DEU								DEUUAF	GERMANY	DEU					UAF			0	190	190	19	4	-10.0	2	1	2	-3.95480225988701	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220825080000	https://www.thelocal.fr/20140819/liberation-of-paris-ten-things-to-know/
1060105028	20220825	202208	2022	2022.6438	DEU	GERMAN	DEU								FRA	FRANCE	FRA								1	181	181	18	4	-9.0	5	1	5	0	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220825080000	https://www.thelocal.fr/20190820/what-you-need-to-know-about-paris-new-wwii-french-resistance-museum/
1060105029	20220825	202208	2022	2022.6438	DEU	GERMAN	DEU								UAF	FIGHTER						UAF			0	182	182	18	4	-9.5	10	1	10	-3.95480225988701	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220825080000	https://www.thelocal.fr/20140819/liberation-of-paris-ten-things-to-know/
1060105030	20220825	202208	2022	2022.6438	DEUGOV	GERMAN	DEU					GOV													0	070	070	07	2	7.0	6	1	6	-0.91116173120729	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220825080000	https://www.jhnewsandguide.com/jackson_hole_daily/state_and_regional/us-to-send-3-billion-in-aid-to-ukraine-as-war-hits-6-months/article_36c815d1-f619-565d-990a-21dd4458e314.html
1060105031	20220825	202208	2022	2022.6438	DEUUAF	GERMAN	DEU					UAF													0	190	190	19	4	-10.0	6	1	6	-3.95480225988701	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220825080000	https://www.thelocal.fr/20140819/liberation-of-paris-ten-things-to-know/
1060105032	20220825	202208	2022	2022.6438	DEUUAF	GERMANY	DEU					UAF			DEU	GERMAN	DEU								0	190	190	19	4	-10.0	2	1	2	-3.95480225988701	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220825080000	https://www.thelocal.fr/20140819/liberation-of-paris-ten-things-to-know/
1060105033	20220825	202208	2022	2022.6438	DZA	ALGERIA	DZA								FRA	FRENCH	FRA								1	043	043	04	1	2.8	104	13	104	-3.82608695652175	4	El Mouradia, Tipaza, Algeria	AG	AG55	37759	36.7458	3.03916	-468424	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	El Mouradia, Tipaza, Algeria	AG	AG55	37759	36.7458	3.03916	-468424	20220825080000	https://www.hampshirechronicle.co.uk/news/national/20755585.french-leader-macron-heads-algeria-bid-heal-wounds/
1060105034	20220825	202208	2022	2022.6438	EDU	SCHOLAR						EDU													1	010	010	01	1	0.0	10	1	10	0.42462845010616	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220825080000	https://tribuneonlineng.com/nigeria-needs-to-prioritise-primary-not-university-education-pat-utomi/
1060105035	20220825	202208	2022	2022.6438	EDU	STUDENT						EDU													1	010	010	01	1	0.0	5	1	5	-0.65645514223195	4	Vadodara, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	0								4	Vadodara, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	20220825080000	https://timesofindia.indiatimes.com/city/vadodara/scaling-14000-ft-is-no-tall-order-for-this-9-yr-old-boy/articleshow/93766063.cms
1060105036	20220825	202208	2022	2022.6438	EDU	STUDENT						EDU													0	046	046	04	1	7.0	6	1	6	2.56673511293635	3	Ojai, California, United States	US	USCA	CA111	34.448	-119.243	1652763	0								3	Ojai, California, United States	US	USCA	CA111	34.448	-119.243	1652763	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105037	20220825	202208	2022	2022.6438	EDU	STUDENT						EDU													0	046	046	04	1	7.0	1	1	1	2.56673511293635	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105038	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU													1	050	050	05	1	3.5	10	1	10	-2.11538461538461	1	Jamaica	JM	JM		18.25	-77.5	JM	0								1	Jamaica	JM	JM		18.25	-77.5	JM	20220825080000	https://www.jamaicaobserver.com/editorial/too-much-has-been-gained-to-be-lost/
1060105039	20220825	202208	2022	2022.6438	EDU	PUPIL						EDU													1	051	051	05	1	3.4	2	1	2	7.22433460076046	4	Abeokuta, Ogun, Nigeria	NI	NI16	22963	7.15	3.35	-1996844	0								4	Abeokuta, Ogun, Nigeria	NI	NI16	22963	7.15	3.35	-1996844	20220825080000	https://tribuneonlineng.com/ogun-public-school-teacher-donates-equips-library/
1060105040	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU													1	051	051	05	1	3.4	8	1	8	7.22433460076046	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	0								4	Abeokuta, Ogun, Nigeria	NI	NI16	22963	7.15	3.35	-1996844	20220825080000	https://tribuneonlineng.com/ogun-public-school-teacher-donates-equips-library/
1060105041	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU													1	070	070	07	2	7.0	12	1	10	7.22433460076046	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	0								5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220825080000	https://tribuneonlineng.com/ogun-public-school-teacher-donates-equips-library/
1060105042	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU													0	084	084	08	2	7.0	5	1	5	1.05263157894737	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825080000	https://www.publicnewsservice.org/2022-08-25/philanthropy/report-finds-crisis-pregnancy-centers-and-affiliates-get-billions-in-funding/a80388-2
1060105043	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU													0	084	084	08	2	7.0	5	1	5	1.05263157894737	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220825080000	https://www.publicnewsservice.org/2022-08-25/philanthropy/report-finds-crisis-pregnancy-centers-and-affiliates-get-billions-in-funding/a80388-2
1060105044	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU													0	110	110	11	3	-2.0	2	1	2	-3.6480686695279	3	Cassville, Missouri, United States	US	USMO	MO009	36.677	-93.8688	749248	0								3	Cassville, Missouri, United States	US	USMO	MO009	36.677	-93.8688	749248	20220825080000	http://www.msn.com/en-us/news/us/missouri-school-district-reinstates-spanking-students-as-last-resort/ar-AA114yXe
1060105045	20220825	202208	2022	2022.6438	EDU	SCHOLAR						EDU													1	112	112	11	3	-2.0	5	1	5	0.42462845010616	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220825080000	https://tribuneonlineng.com/nigeria-needs-to-prioritise-primary-not-university-education-pat-utomi/
1060105046	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU			BRABUS	BRAZIL	BRA					BUS			1	084	084	08	2	7.0	6	1	6	2.93255131964809	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20220825080000	https://brazilbusiness.einnews.com/pr_news/587660788/primary-school-teacher-and-inspirational-author-mary-mills-releases-her-book-david-grannies
1060105047	20220825	202208	2022	2022.6438	EDU	STUDENT						EDU			BUS	BUSINESS						BUS			0	042	042	04	1	1.9	10	1	10	4.33526011560694	0								0								0								20220825080000	https://www.niagara-gazette.com/opinion/laurrie-ready-for-the-new-school-year/article_d5fc4aee-23d2-11ed-b272-df414c09f5b3.html
1060105048	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU			GBR	UNITED KINGDOM	GBR								1	084	084	08	2	7.0	6	1	6	2.93255131964809	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20220825080000	https://brazilbusiness.einnews.com/pr_news/587660788/primary-school-teacher-and-inspirational-author-mary-mills-releases-her-book-david-grannies
1060105049	20220825	202208	2022	2022.6438	EDU	UNIVERSITY						EDU			KEN	KISUMU	KEN								0	046	046	04	1	7.0	4	1	4	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105050	20220825	202208	2022	2022.6438	EDU	PROFESSOR						EDU			MED	NEWSPAPER						MED			1	013	013	01	1	0.4	2	1	2	-0.56179775280899	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825080000	https://www.webmd.com/vaccines/covid-19-vaccine/news/20220824/covid-experience-could-affect-fall-booster-immunity
1060105051	20220825	202208	2022	2022.6438	EDU	SCHOOL						EDU			NGA	NIGERIA	NGA								1	070	070	07	2	7.0	6	1	6	7.22433460076046	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220825080000	https://tribuneonlineng.com/ogun-public-school-teacher-donates-equips-library/
1060105052	20220825	202208	2022	2022.6438	EDU	STUDENT						EDU			USA	UNITED STATES	USA								0	046	046	04	1	7.0	3	1	3	2.56673511293635	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220825080000	https://jewishjournal.com/community/350928/rabbis-of-la-rabbi-aaron-finkelstein-the-educator-with-a-pastoral-focus/
1060105053	20220825	202208	2022	2022.6438	EDUCOP	UNIVERSITY						EDU	COP												0	100	100	10	3	-5.0	6	1	6	-3.38345864661654	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825080000	https://www.cavalierdaily.com/article/2022/08/court-grants-universitys-motion-for-summary-judgment-in-bhattacharya-case
1060105054	20220825	202208	2022	2022.6438	EDUCOP	UNIVERSITY						EDU	COP		USA	UNITED STATES	USA								0	100	100	10	3	-5.0	4	1	4	-3.38345864661654	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825080000	https://www.cavalierdaily.com/article/2022/08/court-grants-universitys-motion-for-summary-judgment-in-bhattacharya-case
1060105055	20220825	202208	2022	2022.6438	EDUEDU	UNIVERSITY						EDU	EDU		BUS	BUSINESS						BUS			0	046	046	04	1	7.0	4	1	4	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105056	20220825	202208	2022	2022.6438	ELI	ACTOR						ELI			MED	MEDIA						MED			1	010	010	01	1	0.0	10	1	10	-4.22535211267606	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220825080000	https://www.glamsham.com/regional/regional-news/vijays-son-is-not-on-social-media
1060105057	20220825	202208	2022	2022.6438	ELI	ACTOR						ELI			MED	MEDIA						MED			1	020	020	02	1	3.0	2	1	2	-4.22535211267606	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220825080000	https://www.glamsham.com/regional/regional-news/vijays-son-is-not-on-social-media
1060105058	20220825	202208	2022	2022.6438	ELI	ACTOR						ELI			MED	MEDIA						MED			1	020	020	02	1	3.0	6	1	6	-4.22535211267606	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Vizag, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	20220825080000	https://www.glamsham.com/regional/regional-news/vijays-son-is-not-on-social-media
1060105059	20220825	202208	2022	2022.6438	ELI	ACTOR						ELI			MED	MEDIA						MED			1	020	020	02	1	3.0	2	1	2	-4.22535211267606	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Vizag, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Vizag, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	20220825080000	https://www.glamsham.com/regional/regional-news/vijays-son-is-not-on-social-media
1060105060	20220825	202208	2022	2022.6438	ESP	SPAIN	ESP																		1	030	030	03	1	4.0	2	1	2	0.70921985815603	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	0								1	Portugal	PO	PO		39.5	-8	PO	20220825080000	https://www.ibtimes.co.uk/bernardo-silva-barcelona-pep-guardiola-accepts-amid-ceo-denial-1704381
1060105061	20220825	202208	2022	2022.6438	ESP	BARCELONA	ESP																		1	030	030	03	1	4.0	8	1	8	0.70921985815603	1	Portugal	PO	PO		39.5	-8	PO	0								1	Portugal	PO	PO		39.5	-8	PO	20220825080000	https://www.ibtimes.co.uk/bernardo-silva-barcelona-pep-guardiola-accepts-amid-ceo-denial-1704381
1060105062	20220825	202208	2022	2022.6438	ETH	ADDIS ABABA	ETH																		0	120	120	12	3	-4.0	1	1	1	-6.70103092783505	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	0								4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105063	20220825	202208	2022	2022.6438	ETH	ADDIS ABABA	ETH																		0	120	120	12	3	-4.0	3	1	3	-6.70103092783505	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	0								4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105064	20220825	202208	2022	2022.6438	ETH	ADDIS ABABA	ETH																		0	120	120	12	3	-4.0	1	1	1	-6.70103092783505	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	0								4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105065	20220825	202208	2022	2022.6438	ETH	ETHIOPIA	ETH																		0	130	130	13	3	-4.4	1	1	1	-6.70103092783505	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	0								4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105066	20220825	202208	2022	2022.6438	ETH	ETHIOPIA	ETH																		0	190	190	19	4	-10.0	2	1	2	-6.70103092783505	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	0								4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105067	20220825	202208	2022	2022.6438	ETH	ETHIOPIA	ETH								NGOICG	INTERNATIONAL CRISIS GROUP		ICG				NGO			0	130	130	13	3	-4.4	4	1	4	-6.70103092783505	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105068	20220825	202208	2022	2022.6438	ETH	ETHIOPIA	ETH								NGOICG	INTERNATIONAL CRISIS GROUP		ICG				NGO			0	190	190	19	4	-10.0	1	1	1	-6.70103092783505	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105069	20220825	202208	2022	2022.6438	EUR	EUROPE	EUR																		1	090	090	09	2	-2.0	10	1	10	0.86956521739131	4	Wood Green, Northern Territory, Australia	AS	AS03	154722	-22.4333	134.2	-1610587	0								4	Wood Green, Northern Territory, Australia	AS	AS03	154722	-22.4333	134.2	-1610587	20220825080000	https://www.stuff.co.nz/entertainment/stuff-to-watch/300669444/the-dog-house-why-this-charming-tvnz-series-is-the-only-matchmaking-show-for-me
1060105070	20220825	202208	2022	2022.6438	FRA	PARIS	FRA																		0	084	084	08	2	7.0	5	1	5	-3.95480225988701	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220825080000	https://www.thelocal.fr/20140819/liberation-of-paris-ten-things-to-know/
1060105071	20220825	202208	2022	2022.6438	FRA	FRENCH	FRA																		1	190	190	19	4	-10.0	5	1	5	-3.95480225988701	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220825080000	https://www.thelocal.fr/20140819/liberation-of-paris-ten-things-to-know/
1060105072	20220825	202208	2022	2022.6438	FRA	FRENCH	FRA								AFR	AFRICA	AFR								0	036	036	03	1	4.0	4	1	4	-2.20048899755501	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220825080000	https://www.arabnews.com/node/2149941/business-economy
1060105073	20220825	202208	2022	2022.6438	FRA	FRENCH	FRA								RUS	RUSSIAN	RUS								1	111	111	11	3	-2.0	2	1	2	-2.80373831775701	1	France	FR	FR		46	2	FR	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825080000	https://www.thelocal.fr/20220825/frances-totalenergies-accused-of-supplying-fuel-to-russian-air-force/
1060105074	20220825	202208	2022	2022.6438	FRA	FRENCH	FRA								RUS	RUSSIAN	RUS								1	111	111	11	3	-2.0	3	1	3	-2.80373831775701	1	France	FR	FR		46	2	FR	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	France	FR	FR		46	2	FR	20220825080000	https://www.thelocal.fr/20220825/frances-totalenergies-accused-of-supplying-fuel-to-russian-air-force/
1060105075	20220825	202208	2022	2022.6438	FRA	FRENCH	FRA								TKM	ASHGABAT	TKM								1	010	010	01	1	0.0	10	1	10	1.55038759689922	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220825080000	http://www.newscentralasia.net/2022/08/25/french-institute-in-ashgabat-announces-the-opening-of-the-autumn-session-of-training-courses/
